Manhattan
-74.0021896, 40.5868424
-74.0020180, 40.5837136
-74.0090561, 40.5829314
-74.0133476, 40.5796720
-74.0147209, 40.5748479
-74.0054512, 40.5654594

Bronx
-73.9239013, 40.8800839
-73.9196527, 40.8764172
-73.9182150, 40.8757358
-73.9163053, 40.8757439
-73.9132798, 40.8749651
-73.9111662, 40.8741052
-73.9097071, 40.8731479
-73.9089453, 40.8718985
-73.9098787, 40.8680854
-73.9105868, 40.8666493
-73.9116168, 40.8654241
-73.9138377, 40.8629575
-73.9175177, 40.8588112
-73.9209080, 40.8550135
-73.9239120, 40.8505339
-73.9265728, 40.8470928
-73.9285469, 40.8437814
-73.9299631, 40.8406322
-73.9318943, 40.8373205
-73.9327526, 40.8356646
-73.9332676, 40.8325800
-73.9329243, 40.8294952
-73.9323664, 40.8230004
-73.9321947, 40.8157905
-73.9325809, 40.8107560
-73.9324951, 40.8091644
-73.9291477, 40.8048766
-73.9272380, 40.8032037
-73.9250708, 40.8023591
-73.9232683, 40.8023428
-73.9216805, 40.8015469
-73.9209509, 40.8006535
-73.9204574, 40.7996302
-73.9172602, 40.7981358
-73.9116383, 40.7962677
-73.9028835, 40.8036097
-73.8973045, 40.8052989
-73.8917255, 40.8047792
-73.8870049, 40.8025702
-73.8849449, 40.8008160
-73.8784218, 40.8012058
-73.8724136, 40.7999713
-73.8668346, 40.8063384
-73.8688517, 40.8096029
-73.8671565, 40.8100739
-73.8602901, 40.8088883
-73.8595819, 40.8059486
-73.8556123, 40.8039508
-73.8476729, 40.8045356
-73.8467932, 40.8063709
-73.8486385, 40.8093918
-73.8461494, 40.8102363
-73.8409138, 40.8180964
-73.8407421, 40.8142639
-73.8409996, 40.8118604
-73.8386822, 40.8065333
-73.8322449, 40.8036747
-73.8300133, 40.8043244
-73.8313007, 40.8082224
-73.8287258, 40.8101714
-73.8264084, 40.8104312
-73.8153362, 40.8127699
-73.8089848, 40.8113407
-73.8046074, 40.8078327
-73.7968826, 40.8038047
-73.7895012, 40.8026352
-73.7879562, 40.8084823
-73.7991142, 40.8116006
-73.7953377, 40.8154982
-73.8027191, 40.8197853
-73.8058090, 40.8261505
-73.8114738, 40.8253711
-73.8138771, 40.8348529
-73.8137054, 40.8416062
-73.8106155, 40.8462812
-73.8119888, 40.8506962
-73.8109589, 40.8578374
-73.8078690, 40.8555004
-73.8040924, 40.8488783
-73.8011742, 40.8456319
-73.7960243, 40.8532931
-73.7937927, 40.8495275
-73.7896729, 40.8388790
-73.7853813, 40.8356322
-73.7793732, 40.8361517
-73.7771416, 40.8412166
-73.7807465, 40.8513454
-73.7843513, 40.8566689
-73.7840080, 40.8626411
-73.7798882, 40.8739348
-73.7821198, 40.8799054
-73.9112091, 40.9148098
-73.9238691, 40.8802299
